"Time","Family","Genus","Species","Number","Activity","TL","Comment","ID"
11.96353,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"unknown",12
12.04363,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time out",12
12.95563,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time in",13
13.14603,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Branching Acropora",13
13.22363,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time out",13
13.31573,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time in",14
13.47303,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Porites",14
13.57793,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time out",14
13.58027,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time in",15
13.59257,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Porites",15
13.63507,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Porites",15
13.65957,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Porites",15
13.72487,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Corymbose Acropora",15
13.79637,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"unknown",15
13.91317,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"unknown",15
13.94897,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time out",15
17.54007,"Chaetodontidae","Chelmon","rostratus",1,"Passing",16,"time in",16
17.58927,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time in",17
17.63047,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"unknown",17
17.64357,"Chaetodontidae","Chelmon","rostratus",1,"Passing",16,"time in",18
17.74227,"Chaetodontidae","Chelmon","rostratus",1,"Passing",16,"time out",16
17.77647,"Chaetodontidae","Chelmon","rostratus",1,"Feeding",16,"unknown",18
17.79897,"Chaetodontidae","Chelmon","rostratus",1,"Feeding",16,"unknown",18
17.89017,"Chaetodontidae","Chelmon","rostratus",1,"Passing",16,"time out",18
17.89627,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Corymbose Acropora",17
17.93497,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Corymbose Acropora",17
18.00337,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Corymbose Acropora",17
18.02337,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Corymbose Acropora",17
18.18407,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Corymbose Acropora",17
18.44487,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Branching Acropora",17
18.50767,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Branching Acropora",17
18.57277,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Branching Acropora",17
18.61337,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Branching Acropora",17
18.64897,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Branching Acropora",17
18.73847,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time out",17
22.97967,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time in",19
22.99247,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time in",20
23.00527,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"unknown",19
23.02697,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time out",19
23.03727,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Corymbose Acropora",20
23.33697,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"unknown",20
23.50717,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time in",21
23.50717,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",7,"time in",22
23.53247,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Porites",21
23.53357,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Porites",20
23.56527,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",7,"time out",22
23.62537,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time out",21
23.72207,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time out",20
25.08037,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time in",23
25.09427,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Corymbose Acropora",23
25.13767,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"unknown",23
25.26637,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Corymbose Acropora",23
25.31317,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Corymbose Acropora",23
25.36127,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time out",23
25.35,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",10,"time in",24
25.3653,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",10,"Corymbose Acropora",24
