"Time","Family","Genus","Species","Number","Activity","TL","Comment","ID"
21.74597,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Porites",34
21.76207,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Porites",34
21.77817,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Porites",34
21.83637,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time out",34
22.02597,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time in",35
22.04237,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",35
22.07987,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",35
22.13467,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",35
22.16057,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",35
22.20027,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time out",35
22.37357,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time in",36
22.39047,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",36
22.41047,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",36
22.42717,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time in",37
22.44137,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",36
22.45307,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",36
22.53367,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",37
22.57097,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",37
22.57987,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",36
22.59347,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",37
22.62347,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",37
22.63297,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",36
22.64857,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time out",37
22.69417,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time out",36
26.1352,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time in",38
26.2175,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Tabular Acropora",38
26.2801,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time out",38
27.5077,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time in",39
27.6192,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time in",40
27.6604,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",39
27.6907,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",40
27.7371,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",40
27.7941,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",40
27.8197,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",40
27.8272,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Pocillopora",39
27.8556,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",40
27.8906,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time out",39
27.9087,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time out",40
28.6241,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time in",41
28.8199,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time out",41
29.4752,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time in",42
29.5428,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",42
29.5567,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time out",42
29.7847,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time in",43
29.8095,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",43
29.8328,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",43
29.8528,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time out",43
29.9538,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time in",44
30.0122,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",44
30.0675,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",44
30.1684,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time out",44
30.8808,"Chaetodontidae","Chaetodon","ephippium",1,"Passing",12,"time in",45
30.9851,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time in",46
31.0268,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",46
31.0487,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",46
31.0735,"Chaetodontidae","Chaetodon","ephippium",1,"Feeding",12,"unknown",45
31.1135,"Chaetodontidae","Chaetodon","ephippium",1,"Passing",12,"time out",45
31.2072,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",46
31.2498,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time out",46
31.3735,"Chaetodontidae","Chaetodon","lunulatus",1,"Passing",5,"time in",47
31.4047,"Chaetodontidae","Chaetodon","lunulatus",1,"Feeding",5,"Tabular Acropora",47
31.5773,"Chaetodontidae","Chaetodon","lunulatus",1,"Feeding",5,"Tabular Acropora",47
31.7517,"Chaetodontidae","Chaetodon","lunulatus",1,"Passing",5,"time out",47
32.0662,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time in",48
32.1073,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Pocillopora",48
32.1893,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Pocillopora",48
32.2627,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Pocillopora",48
32.3142,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Pocillopora",48
32.3587,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Pocillopora",48
32.4599,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Pocillopora",48
32.4752,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Pocillopora",48
32.5244,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Pocillopora",48
32.6328,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Pocillopora",48
32.6907,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Pocillopora",48
32.8411,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Pocillopora",48
32.8775,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Pocillopora",48
32.912,"Chaetodontidae","Chaetodon","speculum",1,"Passing",10,"time in",49
32.9156,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Pocillopora",48
32.9181,"Chaetodontidae","Chaetodon","speculum",1,"Feeding",10,"Pocillopora",49
32.9331,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time out",48
32.9701,"Chaetodontidae","Chaetodon","speculum",1,"Feeding",10,"Pocillopora",49
32.9935,"Chaetodontidae","Chaetodon","speculum",1,"Feeding",10,"Pocillopora",49
33.0154,"Chaetodontidae","Chaetodon","speculum",1,"Feeding",10,"Pocillopora",49
33.043,"Chaetodontidae","Chaetodon","speculum",1,"Feeding",10,"Pocillopora",49
33.0749,"Chaetodontidae","Chaetodon","speculum",1,"Feeding",10,"Pocillopora",49
33.1097,"Chaetodontidae","Chaetodon","speculum",1,"Feeding",10,"Pocillopora",49
33.1639,"Chaetodontidae","Chaetodon","speculum",1,"Feeding",10,"Pocillopora",49
33.2646,"Chaetodontidae","Chaetodon","speculum",1,"Feeding",10,"Pocillopora",49
33.4055,"Chaetodontidae","Chaetodon","speculum",1,"Feeding",10,"Pocillopora",49
33.707,"Chaetodontidae","Chaetodon","speculum",1,"Passing",10,"time out",49
33.7553,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time in",50
33.841,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time out",50
33.9605,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time in",51
34.1054,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",51
34.2611,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Branching Acropora",51
34.374,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time out",51
34.4121,"Chaetodontidae","Chaetodon","lunulatus",1,"Passing",8,"time in",52
34.5194,"Chaetodontidae","Chaetodon","lunulatus",1,"Feeding",8,"Tabular Acropora",52
34.5461,"Chaetodontidae","Chaetodon","lunulatus",1,"Passing",8,"time out",52
35.4921,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time in",53
35.5316,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",53
35.5922,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",53
35.635,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"unknown",53
35.707,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Feeding",5,"Tabular Acropora",53
35.714,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time out",53
36.7378,"Chaetodontidae","Chaetodon","trifascialis",1,"Passing",6,"time in",54
36.7884,"Chaetodontidae","Chaetodon","trifascialis",1,"Feeding",6,"Tabular Acropora",54
36.8,"Chaetodontidae","Chaetodon","trifascialis",1,"Feeding",6,"Tabular Acropora",54
36.8343,"Chaetodontidae","Chaetodon","trifascialis",1,"Feeding",6,"Tabular Acropora",54
36.8495,"Chaetodontidae","Chaetodon","trifascialis",1,"Feeding",6,"Tabular Acropora",54
36.8726,"Chaetodontidae","Chaetodon","trifascialis",1,"Passing",6,"time out",54
37.32293,"Chaetodontidae","Chaetodon","aureofasciatus",1,"Passing",5,"time in",55
